Timestamp,AC Voltage,Temperature,Humidity
2018-12-18 16:14:44,93.33,29.0,62.0
2018-12-18 16:15:52,0.0,29.0,62.0
2018-12-18 16:16:10,143.46,29.0,62.0
2018-12-18 16:16:25,25.63,29.0,62.0
