timestamp,voltage,temperature,humidity
2018-12-18 17:55:31,227.11,30.0,60.0
2018-12-18 17:56:33,228.44,30.0,60.0
2018-12-18 17:57:38,226.61,30.0,60.0
2018-12-18 17:58:40,227.11,30.0,59.0
2018-12-18 17:59:43,227.56,30.0,59.0
2018-12-18 18:00:45,226.44,30.0,59.0
2018-12-18 18:01:48,224.64,30.0,59.0
2018-12-18 18:02:50,226.06,30.0,58.0
2018-12-18 18:03:52,225.93,30.0,58.0
2018-12-18 18:04:55,225.75,30.0,58.0
2018-12-18 18:05:57,224.94,30.0,59.0
2018-12-18 21:43:58,209.61,30.0,65.0
2018-12-18 21:49:02,207.47,31.0,62.0
2018-12-18 21:54:06,208.37,16.0,158.0
2018-12-18 21:59:08,206.4,32.0,59.0
2018-12-18 22:04:11,207.75,33.0,59.0
2018-12-18 22:09:14,202.44,33.0,58.0
2018-12-18 22:14:18,204.62,33.0,57.0
2018-12-18 22:19:22,204.28,33.0,57.0
2018-12-18 22:24:26,205.86,33.0,57.0
2018-12-18 22:29:28,203.22,33.0,57.0
2018-12-18 22:34:31,205.25,33.0,57.0
2018-12-18 22:39:33,207.05,33.0,57.0
2018-12-18 22:44:38,208.07,33.0,56.0
2018-12-18 22:49:41,205.4,32.0,56.0
2018-12-18 22:54:44,208.6,32.0,56.0
2018-12-18 22:59:46,208.69,33.0,56.0
2018-12-18 23:04:48,209.04,33.0,57.0
2018-12-18 23:09:50,208.81,33.0,56.0
2018-12-18 23:14:54,210.94,33.0,56.0
2018-12-18 23:19:56,206.79,33.0,56.0
2018-12-18 23:25:00,202.94,33.0,56.0
2018-12-18 23:30:02,205.42,33.0,56.0
2018-12-18 23:35:05,207.69,33.0,56.0
2018-12-18 23:40:08,206.98,33.0,56.0
2018-12-18 23:45:11,209.21,33.0,55.0
2018-12-18 23:50:13,206.82,33.0,55.0
2018-12-18 23:55:15,207.39,33.0,55.0
